(631906e48f44b1663ff28a6f,631906dfe089cc1990985c56)	[2.4233651161193848, 0.6666666666666666, 0.6206896551724138, 0.72, 0.6685032174373867, 0.5]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c6a)	[2.475424766540528, 0.5588235294117647, 0.6129032258064516, 0.5135135135135135, 0.561011665589618, 0.3877551020408163]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c48)	[2.618364095687866, 0.5714285714285715, 0.5333333333333333, 0.6153846153846154, 0.5728918992315464, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc199098632c)	[2.7043068408966064, 0.5479452054794521, 0.7142857142857143, 0.4444444444444444, 0.563436169819011, 0.3773584905660377]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b31)	[2.6691229343414307, 0.6461538461538462, 0.7, 0.6, 0.648074069840786, 0.4772727272727273]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c49)	[2.6750388145446777, 0.5625, 0.5625, 0.5625, 0.5624999999999999, 0.391304347826087]
(631906e48f44b1663ff28a6f,631906dfe089cc199098632a)	[3.049699068069458, 0.5869565217391304, 0.7941176470588235, 0.4655172413793103, 0.6080094212999108, 0.4153846153846154]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b39)	[2.5795817375183105, 0.5679012345679013, 0.8214285714285714, 0.4339622641509434, 0.5970502513988397, 0.396551724137931]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c69)	[3.85713005065918, 0.6363636363636365, 0.7, 0.5833333333333334, 0.6390096504226939, 0.4666666666666667]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c6c)	[2.6881299018859863, 0.5142857142857143, 0.5806451612903226, 0.4615384615384615, 0.5176775776887457, 0.3461538461538461]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c37)	[2.525825023651123, 0.625, 0.6896551724137931, 0.5714285714285714, 0.6277648205743445, 0.4545454545454545]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c3b)	[2.4866011142730717, 0.6296296296296297, 0.5483870967741935, 0.7391304347826086, 0.6366550033321676, 0.4594594594594595]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b26)	[2.453543901443481, 0.6024096385542169, 0.7352941176470589, 0.5102040816326531, 0.6124949469375315, 0.4310344827586206]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c53)	[2.532403945922852, 0.6031746031746031, 0.59375, 0.6129032258064516, 0.6032506032509048, 0.4318181818181818]
(631906e48f44b1663ff28a6f,631906dfe089cc199098548c)	[2.679504871368408, 0.55, 0.5641025641025641, 0.5365853658536586, 0.5501719556083909, 0.3793103448275862]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c67)	[2.582552909851074, 0.5714285714285715, 0.5625, 0.5806451612903226, 0.5715005715008572, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c4a)	[2.6311919689178467, 0.5666666666666665, 0.5483870967741935, 0.5862068965517241, 0.5669817440703097, 0.3953488372093023]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c50)	[2.597212076187134, 0.6181818181818182, 0.5483870967741935, 0.7083333333333334, 0.6232502388407516, 0.4473684210526316]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985477)	[2.853245973587036, 0.5882352941176471, 0.6578947368421053, 0.5319148936170213, 0.5915606553503763, 0.4166666666666667]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c42)	[2.525898694992065, 0.5538461538461538, 0.5454545454545454, 0.5625, 0.5539117094069973, 0.3829787234042553]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c84)	[2.408844232559204, 0.5714285714285715, 0.5333333333333333, 0.6153846153846154, 0.5728918992315464, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc199098631a)	[2.667394161224365, 0.4705882352941177, 0.6666666666666666, 0.3636363636363636, 0.4923659639173309, 0.3076923076923077]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c43)	[2.6287410259246826, 0.6071428571428571, 0.5666666666666667, 0.6538461538461539, 0.608697642933518, 0.4358974358974359]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c68)	[2.737177848815918, 0.5555555555555556, 0.5, 0.625, 0.5590169943749475, 0.3846153846153846]
(631906e48f44b1663ff28a6f,631906dfe089cc199098632b)	[2.2622852325439453, 0.54320987654321, 0.7857142857142857, 0.4150943396226415, 0.5710915448162815, 0.3728813559322034]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c65)	[2.6529369354248047, 0.5925925925925926, 0.5333333333333333, 0.6666666666666666, 0.5962847939999439, 0.4210526315789473]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c59)	[2.560286045074463, 0.5263157894736842, 0.4838709677419355, 0.5769230769230769, 0.5283524652572602, 0.3571428571428571]
(631906e48f44b1663ff28a6f,631906dfe089cc199098632f)	[2.4633138179779053, 0.4772727272727271, 0.75, 0.35, 0.5123475382979799, 0.3134328358208955]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b35)	[2.514610767364502, 0.5869565217391304, 0.7941176470588235, 0.4655172413793103, 0.6080094212999108, 0.4153846153846154]
(631906e48f44b1663ff28a6f,631906dfe089cc199098631f)	[2.7366647720336914, 0.6399999999999999, 0.75, 0.5581395348837209, 0.6469966392206304, 0.4705882352941176]
(631906e48f44b1663ff28a6f,631906dfe089cc199098631d)	[2.517467975616455, 0.5208333333333333, 0.7352941176470589, 0.4032258064516129, 0.5445085523362901, 0.352112676056338]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985483)	[3.3566901683807373, 0.5789473684210528, 0.5641025641025641, 0.5945945945945946, 0.5791479391419221, 0.4074074074074074]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b2d)	[2.4199059009552, 0.4827586206896552, 0.7241379310344828, 0.3620689655172414, 0.5120428415488792, 0.3181818181818182]
(631906e48f44b1663ff28a6f,631906dfe089cc199098632d)	[2.582559108734131, 0.4318181818181817, 0.6551724137931034, 0.3220338983050847, 0.4593340031782376, 0.2753623188405797]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c6d)	[2.5771420001983643, 0.6129032258064516, 0.6333333333333333, 0.59375, 0.6132223631495076, 0.4418604651162791]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b33)	[2.651292085647583, 0.4883720930232558, 0.7241379310344828, 0.3684210526315789, 0.516514916340446, 0.3230769230769231]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c38)	[2.627760171890259, 0.6181818181818183, 0.5666666666666667, 0.68, 0.6207522318391883, 0.4473684210526316]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c31)	[2.416231155395508, 0.6101694915254238, 0.6, 0.6206896551724138, 0.6102571532587294, 0.4390243902439024]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c28)	[2.636491060256958, 0.6551724137931035, 0.6129032258064516, 0.7037037037037037, 0.6567360733292693, 0.4871794871794871]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985492)	[2.871415138244629, 0.5915492957746479, 0.5384615384615384, 0.65625, 0.5944454429259127, 0.42]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c3c)	[2.648622989654541, 0.6779661016949152, 0.6451612903225806, 0.7142857142857143, 0.6788442333021307, 0.5128205128205128]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b34)	[2.569567918777466, 0.5617977528089888, 0.7575757575757576, 0.4464285714285714, 0.5815526314990442, 0.390625]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985476)	[4.161110877990723, 0.5952380952380952, 0.6410256410256411, 0.5555555555555556, 0.5967623950328608, 0.423728813559322]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b36)	[2.7475039958953857, 0.54320987654321, 0.7857142857142857, 0.4150943396226415, 0.5710915448162815, 0.3728813559322034]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c55)	[2.6649270057678223, 0.5818181818181818, 0.5333333333333333, 0.64, 0.5842373946721772, 0.4102564102564102]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b2c)	[2.4773402214050293, 0.4347826086956521, 0.7142857142857143, 0.3125, 0.472455591261534, 0.2777777777777778]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c27)	[2.826711893081665, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.375]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b2a)	[2.4756898880004883, 0.6399999999999999, 0.75, 0.5581395348837209, 0.6469966392206304, 0.4705882352941176]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b37)	[2.779660940170288, 0.5479452054794521, 0.7142857142857143, 0.4444444444444444, 0.563436169819011, 0.3773584905660377]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b28)	[2.3549458980560303, 0.5208333333333333, 0.7352941176470589, 0.4032258064516129, 0.5445085523362901, 0.352112676056338]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986328)	[2.808947801589966, 0.4883720930232558, 0.7241379310344828, 0.3684210526315789, 0.516514916340446, 0.3230769230769231]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c72)	[2.516211986541748, 0.5517241379310345, 0.5, 0.6153846153846154, 0.5547001962252291, 0.3809523809523809]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c32)	[2.5137109756469727, 0.6349206349206349, 0.6666666666666666, 0.6060606060606061, 0.6356417261637282, 0.4651162790697674]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c39)	[2.675759792327881, 0.5352112676056338, 0.59375, 0.4871794871794871, 0.537831591218683, 0.3653846153846153]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c4f)	[2.576989889144897, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.6785714285714285, 0.5135135135135135]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c4e)	[2.5845630168914795, 0.6229508196721313, 0.6333333333333333, 0.6129032258064516, 0.6230345439947553, 0.4523809523809524]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986320)	[3.1272261142730717, 0.5333333333333333, 0.7272727272727273, 0.4210526315789473, 0.5533715710928597, 0.3636363636363636]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c40)	[2.4046010971069336, 0.6071428571428571, 0.5862068965517241, 0.6296296296296297, 0.6075304364080838, 0.4358974358974359]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985478)	[3.603563070297241, 0.5777777777777778, 0.6666666666666666, 0.5098039215686274, 0.5829830881301373, 0.40625]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b27)	[2.371713161468506, 0.49438202247191, 0.6666666666666666, 0.3928571428571428, 0.511766315719159, 0.3283582089552239]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986322)	[2.5201358795166016, 0.4827586206896552, 0.7241379310344828, 0.3620689655172414, 0.5120428415488792, 0.3181818181818182]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986329)	[2.64521598815918, 0.5617977528089888, 0.7575757575757576, 0.4464285714285714, 0.5815526314990442, 0.390625]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986324)	[2.7200281620025635, 0.5679012345679013, 0.8518518518518519, 0.4259259259259259, 0.6023502210107626, 0.396551724137931]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c34)	[2.528057813644409, 0.5714285714285715, 0.5806451612903226, 0.5625, 0.5715005715008572, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986352)	[2.6247098445892334, 0.5714285714285715, 0.5, 0.6666666666666666, 0.5773502691896257, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986325)	[2.6837661266326904, 0.5609756097560975, 0.7666666666666667, 0.4423076923076923, 0.5823251360731083, 0.3898305084745763]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985479)	[2.902735710144043, 0.5714285714285715, 0.631578947368421, 0.5217391304347826, 0.5740378478819279, 0.4]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986351)	[2.4111170768737797, 0.576923076923077, 0.5357142857142857, 0.625, 0.5786375623578447, 0.4054054054054054]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b2b)	[2.374180316925049, 0.5333333333333333, 0.7272727272727273, 0.4210526315789473, 0.5533715710928597, 0.3636363636363636]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c29)	[2.6610848903656006, 0.6037735849056605, 0.5333333333333333, 0.6956521739130435, 0.6091095901015048, 0.4324324324324324]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c73)	[2.333905935287476, 0.6037735849056604, 0.5517241379310345, 0.6666666666666666, 0.6064784348631228, 0.4324324324324324]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c3e)	[1.4865479469299316, 0.5762711864406779, 0.53125, 0.6296296296296297, 0.5783517448238058, 0.4047619047619047]
(631906e48f44b1663ff28a6f,631906dfe089cc199098631e)	[2.71041202545166, 0.6265060240963856, 0.7647058823529411, 0.5306122448979592, 0.6369947448150328, 0.4561403508771929]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c36)	[2.652812957763672, 0.5762711864406779, 0.5483870967741935, 0.6071428571428571, 0.5770175983068111, 0.4047619047619047]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c78)	[2.5902621746063232, 0.6122448979591838, 0.5172413793103449, 0.75, 0.6228410989030497, 0.4411764705882353]
(631906e48f44b1663ff28a6f,631906dfe089cc199098633f)	[2.392352104187012, 0.5833333333333334, 0.4666666666666667, 0.7777777777777778, 0.6024640760767093, 0.4117647058823529]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b30)	[2.444422006607056, 0.5609756097560975, 0.7666666666666667, 0.4423076923076923, 0.5823251360731083, 0.3898305084745763]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c2e)	[2.4085910320281982, 0.5901639344262295, 0.5806451612903226, 0.6, 0.5902432522055577, 0.4186046511627907]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c7c)	[2.7858710289001465, 0.5882352941176471, 0.4838709677419355, 0.75, 0.6024144966768742, 0.4166666666666667]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c63)	[2.57578706741333, 0.6428571428571428, 0.5806451612903226, 0.72, 0.6465790872963897, 0.4736842105263157]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c2b)	[2.6750588417053223, 0.6551724137931035, 0.6333333333333333, 0.6785714285714286, 0.6555622813752364, 0.4871794871794871]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986347)	[2.364802837371826, 0.3218390804597701, 0.4516129032258064, 0.25, 0.3360107525161235, 0.1917808219178082]
(631906e48f44b1663ff28a6f,631906dfe089cc199098547e)	[2.7198479175567627, 0.6470588235294118, 0.5641025641025641, 0.7586206896551724, 0.6541711367950579, 0.4782608695652174]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b3a)	[2.742788791656494, 0.4772727272727271, 0.75, 0.35, 0.5123475382979799, 0.3134328358208955]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c54)	[2.6302390098571777, 0.6428571428571429, 0.6, 0.6923076923076923, 0.6445033866354896, 0.4736842105263157]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c30)	[2.5422091484069824, 0.5, 0.4848484848484848, 0.5161290322580645, 0.5002443195845779, 0.3333333333333333]
(631906e48f44b1663ff28a6f,631906dfe089cc199098633e)	[2.4381251335144043, 0.6521739130434783, 0.5357142857142857, 0.8333333333333334, 0.6681531047810609, 0.4838709677419355]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c3a)	[2.665081024169922, 0.5333333333333333, 0.5, 0.5714285714285714, 0.5345224838248487, 0.3636363636363636]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986323)	[2.666077136993408, 0.5656565656565655, 0.7777777777777778, 0.4444444444444444, 0.5879447357921312, 0.3943661971830985]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c6e)	[2.4743778705596924, 0.6885245901639345, 0.7241379310344828, 0.65625, 0.6893587725135434, 0.525]
(631906e48f44b1663ff28a6f,631906dfe089cc199098633c)	[2.358867883682251, 0.64, 0.5517241379310345, 0.7619047619047619, 0.6483527187784863, 0.4705882352941176]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986326)	[2.6257967948913574, 0.6461538461538462, 0.7, 0.6, 0.648074069840786, 0.4772727272727273]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985fb3)	[2.5793771743774414, 0.5, 0.3584905660377358, 0.8260869565217391, 0.5441914926198945, 0.3333333333333333]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c2c)	[2.600137233734131, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b2f)	[2.418631076812744, 0.5679012345679013, 0.8518518518518519, 0.4259259259259259, 0.6023502210107626, 0.396551724137931]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c44)	[2.6646080017089844, 0.625, 0.6666666666666666, 0.5882352941176471, 0.6262242910851494, 0.4545454545454545]
(631906e48f44b1663ff28a6f,631906dfe089cc1990986321)	[2.548646211624145, 0.4347826086956521, 0.7142857142857143, 0.3125, 0.472455591261534, 0.2777777777777778]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c4c)	[2.65733003616333, 0.59375, 0.6333333333333333, 0.5588235294117647, 0.594913076530892, 0.4222222222222222]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c64)	[2.4435129165649414, 0.5573770491803278, 0.53125, 0.5862068965517241, 0.5580523396538208, 0.3863636363636363]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c52)	[2.735819101333618, 0.6557377049180328, 0.6896551724137931, 0.625, 0.6565321642986127, 0.4878048780487805]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b5b)	[2.605609178543091, 0.4074074074074074, 0.275, 0.7857142857142857, 0.4648348401006841, 0.2558139534883721]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c2a)	[2.6560592651367188, 0.5396825396825397, 0.5483870967741935, 0.53125, 0.5397505397508097, 0.3695652173913043]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985c46)	[2.753699779510498, 0.5882352941176471, 0.625, 0.5555555555555556, 0.5892556509887895, 0.4166666666666667]
(631906e48f44b1663ff28a6f,631906dfe089cc19909857be)	[2.402611255645752, 0.5, 0.3584905660377358, 0.8260869565217391, 0.5441914926198945, 0.3333333333333333]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b38)	[2.580601930618286, 0.4318181818181817, 0.6551724137931034, 0.3220338983050847, 0.4593340031782376, 0.2753623188405797]
(631906e48f44b1663ff28a6f,631906dfe089cc1990985b29)	[2.357771873474121, 0.6265060240963856, 0.7647058823529411, 0.5306122448979592, 0.6369947448150328, 0.4561403508771929]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b25)	[2.097281217575073, 0.4705882352941177, 0.6666666666666666, 0.3636363636363636, 0.4923659639173309, 0.3076923076923077]
(631906e533cdf960cb4615bb,631906dfe089cc1990985476)	[2.5741071701049805, 0.5952380952380952, 0.6410256410256411, 0.5555555555555556, 0.5967623950328608, 0.423728813559322]
(631906e533cdf960cb4615bb,631906dfe089cc1990985478)	[2.985367774963379, 0.5999999999999999, 0.6923076923076923, 0.5294117647058824, 0.6054055145966811, 0.4285714285714285]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c4c)	[2.3811631202697754, 0.6031746031746031, 0.6551724137931034, 0.5588235294117647, 0.6050832675335579, 0.4318181818181818]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c4d)	[2.354706048965454, 0.6153846153846153, 0.5333333333333333, 0.7272727272727273, 0.6227991553292184, 0.4444444444444444]
(631906e533cdf960cb4615bb,631906dfe089cc1990986323)	[2.2123310565948486, 0.5773195876288659, 0.8235294117647058, 0.4444444444444444, 0.6049901419820201, 0.4057971014492754]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b26)	[2.146646738052368, 0.6024096385542169, 0.7352941176470589, 0.5102040816326531, 0.6124949469375315, 0.4310344827586206]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c6f)	[2.200846910476685, 0.5882352941176471, 0.46875, 0.7894736842105263, 0.6083303292403593, 0.4166666666666667]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c67)	[2.309299945831299, 0.5714285714285715, 0.5625, 0.5806451612903226, 0.5715005715008572, 0.4]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c65)	[2.255774974822998, 0.5925925925925926, 0.5333333333333333, 0.6666666666666666, 0.5962847939999439, 0.4210526315789473]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c29)	[2.212104320526123, 0.6037735849056605, 0.5333333333333333, 0.6956521739130435, 0.6091095901015048, 0.4324324324324324]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c38)	[2.2416491508483887, 0.6181818181818183, 0.5666666666666667, 0.68, 0.6207522318391883, 0.4473684210526316]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b2a)	[2.0846779346466064, 0.6133333333333333, 0.71875, 0.5348837209302325, 0.6200384459197709, 0.4423076923076923]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c84)	[2.2163190841674805, 0.5714285714285715, 0.5333333333333333, 0.6153846153846154, 0.5728918992315464, 0.4]
(631906e533cdf960cb4615bb,631906dfe089cc199098548c)	[2.3947441577911377, 0.5569620253164557, 0.5789473684210527, 0.5365853658536586, 0.5573640511319541, 0.3859649122807017]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c57)	[2.096030235290528, 0.5614035087719298, 0.5, 0.64, 0.565685424949238, 0.3902439024390244]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c2c)	[2.380023002624512, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c31)	[2.1256468296051025, 0.6101694915254238, 0.6, 0.6206896551724138, 0.6102571532587294, 0.4390243902439024]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c42)	[2.1820619106292725, 0.5538461538461538, 0.5454545454545454, 0.5625, 0.5539117094069973, 0.3829787234042553]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c54)	[2.363137006759644, 0.6071428571428571, 0.5666666666666667, 0.6538461538461539, 0.608697642933518, 0.4358974358974359]
(631906e533cdf960cb4615bb,631906dfe089cc1990986347)	[2.0817551612854004, 0.3448275862068966, 0.4838709677419355, 0.2678571428571428, 0.3600115205529895, 0.2083333333333333]
(631906e533cdf960cb4615bb,631906dfe089cc199098632c)	[2.410573720932007, 0.5479452054794521, 0.7142857142857143, 0.4444444444444444, 0.563436169819011, 0.3773584905660377]
(631906e533cdf960cb4615bb,631906dfe089cc199098633f)	[2.1486520767211914, 0.5957446808510638, 0.4827586206896552, 0.7777777777777778, 0.612763353345372, 0.4242424242424242]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b32)	[2.223238945007324, 0.4878048780487806, 0.6896551724137931, 0.3773584905660377, 0.5101443274928474, 0.3225806451612903]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c43)	[2.2120602130889893, 0.6071428571428571, 0.5666666666666667, 0.6538461538461539, 0.608697642933518, 0.4358974358974359]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b36)	[2.386596918106079, 0.54320987654321, 0.7857142857142857, 0.4150943396226415, 0.5710915448162815, 0.3728813559322034]
(631906e533cdf960cb4615bb,631906dfe089cc1990985e13)	[2.179401159286499, 0.4935064935064934, 0.3653846153846153, 0.76, 0.5269651864139677, 0.3275862068965517]
(631906e533cdf960cb4615bb,631906dfe089cc199098633d)	[2.0615580081939697, 0.5833333333333334, 0.4827586206896552, 0.7368421052631579, 0.596420051979227, 0.4117647058823529]
(631906e533cdf960cb4615bb,631906dfe089cc199098631a)	[2.202051877975464, 0.4705882352941177, 0.6666666666666666, 0.3636363636363636, 0.4923659639173309, 0.3076923076923077]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c68)	[2.3302369117736816, 0.5555555555555556, 0.5, 0.625, 0.5590169943749475, 0.3846153846153846]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c33)	[2.11299204826355, 0.6428571428571429, 0.6, 0.6923076923076923, 0.6445033866354896, 0.4736842105263157]
(631906e533cdf960cb4615bb,631906dfe089cc1990986329)	[2.338984966278076, 0.5454545454545454, 0.75, 0.4285714285714285, 0.5669467095138409, 0.375]
(631906e533cdf960cb4615bb,631906dfe089cc199098631d)	[2.159770965576172, 0.505263157894737, 0.7272727272727273, 0.3870967741935484, 0.5305892259424583, 0.3380281690140845]
(631906e533cdf960cb4615bb,631906dfe089cc1990985b37)	[2.2359118461608887, 0.5479452054794521, 0.7142857142857143, 0.4444444444444444, 0.563436169819011, 0.3773584905660377]
(631906e533cdf960cb4615bb,631906dfe089cc1990985c48)	[2.326643943786621, 0.5714285714285715, 0.5333333333333333, 0.6153846153846154, 0.5728918992315464, 0.4]
(631906e533cdf960cb4615bb,631906dfe089cc199098632e)	[2.295437812805176, 0.55, 0.8148148148148148, 0.4150943396226415, 0.5815711628599723, 0.3793103448275862]
(631906e533cdf960cb4615bb,631906dfe089cc1990986349)	[3.141396999359131, 0.380952380952381, 0.5161290322580645, 0.3018867924528302, 0.3947309691931588, 0.2352941176470588]
