pos	int	
67.7320	616.00	
67.7714	634.00	
67.8502	585.00	
67.8764	580.00	
67.9027	596.00	
67.9421	574.00	
67.9814	596.00	
68.0077	589.00	
68.0340	565.00	
68.0865	587.00	
68.1127	568.00	
68.1521	579.00	
68.1784	572.00	
68.2309	594.00	
68.2571	571.00	
68.2834	540.00	
68.3490	565.00	
68.3884	575.00	
68.4278	587.00	
68.4540	632.00	
68.4803	587.00	
68.5197	605.00	
68.5459	602.00	
68.5722	604.00	
68.6247	613.00	
68.6641	590.00	
68.7035	606.00	
68.7297	617.00	
68.7691	567.00	
68.7954	621.00	
68.8348	577.00	
68.8873	589.00	
68.9135	582.00	
68.9660	594.00	
69.0054	579.00	
69.0317	583.00	
69.0711	582.00	
69.0973	577.00	
69.1236	553.00	
69.1630	590.00	
69.1892	570.00	
69.2417	592.00	
69.2811	605.00	
69.3205	609.00	
69.3861	560.00	
69.4124	565.00	
69.4518	594.00	
69.5305	604.00	
69.5699	571.00	
69.5962	554.00	
69.6356	587.00	
69.6881	568.00	
69.7143	623.00	
69.7406	596.00	
69.7668	574.00	
69.8062	598.00	
69.8719	563.00	
69.9244	584.00	
69.9506	593.00	
69.9769	599.00	
70.0163	575.00	
70.0556	566.00	
70.0819	583.00	
70.1607	573.00	
70.2132	573.00	
70.2394	589.00	
70.2657	592.00	
70.3051	614.00	
70.3576	552.00	
70.3970	577.00	
70.4495	577.00	
70.4889	561.00	
70.5282	568.00	
70.5676	540.00	
70.6333	608.00	
70.6726	577.00	
70.6989	583.00	
70.7645	583.00	
70.7908	559.00	
70.8302	612.00	
70.8564	599.00	
70.9352	589.00	
70.9615	590.00	
71.0140	558.00	
71.0534	568.00	
71.0796	601.00	
71.1190	588.00	
71.1715	579.00	
71.2503	578.00	
71.2765	554.00	
71.3028	612.00	
71.3553	622.00	
71.3816	580.00	
71.4734	578.00	
71.5128	597.00	
71.5916	615.00	
71.6441	613.00	
71.6835	587.00	
71.7097	613.00	
71.7491	615.00	
71.7885	602.00	
71.8279	643.00	
71.9067	601.00	
71.9329	585.00	
71.9723	633.00	
72.0379	614.00	
72.0905	650.00	
72.1561	704.00	
72.1823	793.00	
72.2086	818.00	
72.3005	1043.00	
72.3399	1103.00	
72.4055	1079.00	
72.4318	1063.00	
72.4843	1010.00	
72.5368	946.00	
72.6024	836.00	
72.6418	837.00	
72.6812	775.00	
72.7206	665.00	
72.7600	622.00	
72.8387	649.00	
72.8650	608.00	
72.8913	611.00	
72.9175	603.00	
72.9569	616.00	
72.9831	586.00	
73.0094	590.00	
73.0488	591.00	
73.0882	608.00	
73.1276	583.00	
73.1538	617.00	
73.1801	551.00	
73.2063	591.00	
73.2457	585.00	
73.2851	575.00	
73.3245	618.00	
73.3507	583.00	
73.4032	552.00	
73.4426	578.00	
73.4689	599.00	
73.5345	532.00	
73.5870	595.00	
73.6264	592.00	
73.6920	611.00	
73.7183	596.00	
73.7708	572.00	
73.8102	620.00	
73.8365	591.00	
73.8627	572.00	
73.8890	600.00	
73.9283	590.00	
73.9546	648.00	
74.0202	572.00	
74.0465	603.00	
74.0728	583.00	
74.1384	554.00	
74.1646	553.00	
74.2040	553.00	
74.2828	566.00	
74.3091	571.00	
74.3616	619.00	
74.4141	601.00	
74.4535	611.00	
74.4928	572.00	
74.5322	573.00	
74.5716	582.00	
74.5979	580.00	
74.6504	580.00	
74.7160	564.00	
74.7817	578.00	
74.8342	585.00	
74.8736	554.00	
74.8998	552.00	
74.9261	581.00	
74.9786	549.00	
75.0048	567.00	
75.0442	582.00	
75.0836	570.00	
75.1099	561.00	
75.1624	586.00	
75.2017	598.00	
75.2411	572.00	
75.2674	598.00	
75.2936	552.00	
75.3199	605.00	
75.3462	553.00	
75.3855	585.00	
75.4118	591.00	
75.4512	566.00	
75.4774	555.00	
75.5168	573.00	
75.5825	555.00	
75.6087	579.00	
75.6350	544.00	
75.6612	588.00	
75.6875	569.00	
75.7269	579.00	
75.7531	554.00	
75.7925	575.00	
75.8319	567.00	
75.8581	594.00	
75.9238	595.00	
75.9500	631.00	
75.9894	650.00	
76.0157	580.00	
76.0419	610.00	
76.0944	583.00	
76.1338	593.00	
76.1601	616.00	
76.2388	613.00	
76.2782	552.00	
76.3176	571.00	
76.3439	576.00	
76.3833	597.00	
76.4358	564.00	
76.4751	552.00	
76.5145	585.00	
76.5408	566.00	
76.5802	562.00	
76.6327	573.00	
76.6852	581.00	
76.7246	560.00	
76.7640	599.00	
76.8033	600.00	
76.8427	554.00	
76.8821	606.00	
76.9215	578.00	
76.9609	570.00	
76.9871	571.00	
77.0265	564.00	
77.0922	602.00	
77.1184	580.00	
77.1709	596.00	
77.1972	592.00	
77.2234	602.00	
77.3153	573.00	
77.3547	575.00	
77.4072	591.00	
77.4729	594.00	
77.5254	570.00	
77.6041	536.00	
77.6304	544.00	
77.6567	580.00	
77.7092	563.00	
77.7354	570.00	
77.7748	566.00	
77.8142	587.00	
77.8536	560.00	
77.8798	601.00	
77.9323	590.00	
77.9848	527.00	
78.0111	603.00	
78.0636	559.00	
78.1293	566.00	
78.1555	551.00	
78.1949	544.00	
78.2211	555.00	
78.2605	578.00	
78.2999	582.00	
78.3524	564.00	
78.4049	547.00	
78.4574	566.00	
78.4837	593.00	
78.5100	593.00	
78.5362	550.00	
78.5756	553.00	
78.6019	562.00	
78.6281	562.00	
78.6675	583.00	
78.7200	556.00	
78.7594	576.00	
78.7856	563.00	
78.8250	553.00	
78.8513	550.00	
78.8775	562.00	
78.9038	583.00	
78.9300	547.00	
78.9563	540.00	
79.0088	575.00	
79.0351	561.00	
79.0613	531.00	
79.0876	562.00	
79.1401	559.00	
79.1663	538.00	
79.1926	546.00	
79.2320	572.00	
79.2714	567.00	
79.3239	572.00	
79.3633	569.00	
79.4027	595.00	
79.4420	599.00	
79.4683	553.00	
79.4945	555.00	
79.5339	579.00	
79.5996	606.00	
79.6390	620.00	
79.6783	645.00	
79.7308	609.00	
79.7571	600.00	
79.7834	600.00	
79.8096	557.00	
79.8359	582.00	
79.8621	608.00	
79.9146	605.00	
79.9540	615.00	
