pos	int	
59.9735	608.00	
59.9997	613.00	
60.0391	629.00	
60.0785	618.00	
60.1179	603.00	
60.1441	648.00	
60.1704	593.00	
60.2098	610.00	
60.2492	587.00	
60.3017	593.00	
60.3279	642.00	
60.3673	603.00	
60.3936	599.00	
60.4198	595.00	
60.4592	599.00	
60.4855	607.00	
60.5248	594.00	
60.5511	612.00	
60.6036	602.00	
60.6299	596.00	
60.6561	592.00	
60.6955	599.00	
60.7218	602.00	
60.7480	597.00	
60.7743	592.00	
60.8268	604.00	
60.9056	613.00	
60.9843	613.00	
61.0237	609.00	
61.0762	587.00	
61.1287	574.00	
61.1681	611.00	
61.2206	630.00	
61.2731	597.00	
61.3125	612.00	
61.3519	556.00	
61.3913	588.00	
61.4175	579.00	
61.4569	609.00	
61.5094	574.00	
61.5619	620.00	
61.5882	601.00	
61.6538	617.00	
61.7195	583.00	
61.7851	602.00	
61.8508	606.00	
61.8901	628.00	
61.9295	581.00	
61.9820	602.00	
62.0083	589.00	
62.0608	590.00	
62.0871	579.00	
62.1396	629.00	
62.1658	596.00	
62.1921	600.00	
62.2183	586.00	
62.2577	612.00	
62.2840	562.00	
62.3234	629.00	
62.3627	636.00	
62.4415	593.00	
62.5071	600.00	
62.5465	584.00	
62.5990	581.00	
62.6516	592.00	
62.6909	576.00	
62.7172	605.00	
62.7566	599.00	
62.8222	575.00	
62.8747	597.00	
62.9010	623.00	
62.9404	592.00	
62.9666	600.00	
62.9929	587.00	
63.0191	575.00	
63.0454	594.00	
63.0716	604.00	
63.1110	583.00	
63.1373	603.00	
63.1767	588.00	
63.2292	568.00	
63.2948	615.00	
63.3342	611.00	
63.3605	609.00	
63.3998	578.00	
63.4392	616.00	
63.4786	586.00	
63.5180	578.00	
63.5705	614.00	
63.5968	596.00	
63.6361	590.00	
63.6755	584.00	
63.7280	613.00	
63.7937	621.00	
63.8199	635.00	
63.8462	540.00	
63.8724	605.00	
63.8987	574.00	
63.9250	586.00	
64.0037	626.00	
64.0431	575.00	
64.0825	609.00	
64.1350	588.00	
64.1613	593.00	
64.1875	584.00	
64.2138	613.00	
64.2531	587.00	
64.3188	602.00	
64.3450	584.00	
64.3844	573.00	
64.4238	613.00	
64.4501	625.00	
64.4894	610.00	
64.5420	592.00	
64.5813	591.00	
64.6207	606.00	
64.6470	591.00	
64.6732	597.00	
64.6995	652.00	
64.8439	730.00	
64.8964	740.00	
64.9489	670.00	
64.9883	658.00	
65.0146	649.00	
65.0408	685.00	
65.0802	688.00	
65.1196	668.00	
65.1590	602.00	
65.1852	628.00	
65.2377	589.00	
65.3034	605.00	
65.3428	594.00	
65.3821	580.00	
65.4084	587.00	
65.4346	566.00	
65.4609	583.00	
65.4872	593.00	
65.5265	597.00	
65.5528	585.00	
65.6184	580.00	
65.6447	599.00	
65.6972	601.00	
65.7235	576.00	
65.7760	595.00	
65.8154	597.00	
65.8679	556.00	
65.8941	573.00	
65.9466	560.00	
65.9729	599.00	
66.0254	574.00	
66.0517	617.00	
66.1173	582.00	
66.1436	581.00	
66.1698	615.00	
66.2092	576.00	
66.2617	562.00	
66.3011	548.00	
66.3799	605.00	
66.4324	606.00	
66.4717	600.00	
66.5243	590.00	
66.5505	559.00	
66.6030	606.00	
66.6293	585.00	
66.6687	602.00	
66.6949	605.00	
66.7212	616.00	
66.7737	598.00	
66.7999	575.00	
66.8262	581.00	
66.8787	599.00	
66.9050	602.00	
66.9443	609.00	
66.9706	622.00	
66.9969	638.00	
67.0494	625.00	
67.0756	644.00	
67.1150	647.00	
67.1675	700.00	
67.2332	843.00	
67.2857	903.00	
67.3119	864.00	
67.3644	777.00	
67.3907	805.00	
67.4432	791.00	
67.4695	777.00	
67.4957	779.00	
67.5876	649.00	
67.6139	658.00	
67.6401	603.00	
67.6795	566.00	
