XRDML file: ../content/data/xrdml/NASA/BCdT - PT/10Bi(Cd0.5Ti0.5)O3 - 90PbTiO3 - 1100C.xrdml
Package: Scipy
Allowed Error: 0.005
distance  		prominence		recall         		precision      		f1_score       
240       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
240       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
240       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
240       		1000      		0.03125        		0.2            		0.05405        
250       		None      		0.03125        		0.07692        		0.04444        
None      		100       		0.15625        		0.05208        		0.07812        
250       		100       		0.03125        		0.09091        		0.04651        
None      		150       		0.125          		0.12903        		0.12698        
250       		150       		0.03125        		0.125          		0.05           
None      		200       		0.125          		0.22222        		0.16           
250       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
250       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
250       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
250       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
250       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
250       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
250       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
250       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
250       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
250       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
250       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
250       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
250       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
250       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
250       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
250       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
250       		1000      		0.03125        		0.2            		0.05405        
260       		None      		0.03125        		0.07692        		0.04444        
None      		100       		0.15625        		0.05208        		0.07812        
260       		100       		0.03125        		0.1            		0.04762        
None      		150       		0.125          		0.12903        		0.12698        
260       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
260       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
260       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
260       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
260       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
260       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
260       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
260       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
260       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
260       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
260       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
260       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
260       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
260       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
260       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
260       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
260       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
260       		1000      		0.03125        		0.2            		0.05405        
270       		None      		0.03125        		0.08333        		0.04545        
None      		100       		0.15625        		0.05208        		0.07812        
270       		100       		0.03125        		0.11111        		0.04878        
None      		150       		0.125          		0.12903        		0.12698        
270       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
270       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
270       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
270       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
270       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
270       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
270       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
270       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
270       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
270       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
270       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
270       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
270       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
270       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
270       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
270       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
270       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
270       		1000      		0.03125        		0.2            		0.05405        
280       		None      		0.03125        		0.09091        		0.04651        
None      		100       		0.15625        		0.05208        		0.07812        
280       		100       		0.03125        		0.1            		0.04762        
None      		150       		0.125          		0.12903        		0.12698        
280       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
280       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
280       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
280       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
280       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
280       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
280       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
280       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
280       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
280       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
280       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
280       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
280       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
280       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
280       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
280       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
280       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
280       		1000      		0.03125        		0.2            		0.05405        
290       		None      		0.03125        		0.09091        		0.04651        
None      		100       		0.15625        		0.05208        		0.07812        
290       		100       		0.03125        		0.125          		0.05           
None      		150       		0.125          		0.12903        		0.12698        
290       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
290       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
290       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
290       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
290       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
290       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
290       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
290       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
290       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
290       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
290       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
290       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
290       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
290       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
290       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
290       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
290       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
290       		1000      		0.03125        		0.2            		0.05405        
300       		None      		0.03125        		0.09091        		0.04651        
None      		100       		0.15625        		0.05208        		0.07812        
300       		100       		0.03125        		0.11111        		0.04878        
None      		150       		0.125          		0.12903        		0.12698        
300       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
300       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
300       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
300       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
300       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
300       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
300       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
300       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
300       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
300       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
300       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
300       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
300       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
300       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
300       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
300       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
300       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
300       		1000      		0.03125        		0.2            		0.05405        
310       		None      		0.03125        		0.09091        		0.04651        
None      		100       		0.15625        		0.05208        		0.07812        
310       		100       		0.03125        		0.11111        		0.04878        
None      		150       		0.125          		0.12903        		0.12698        
310       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
310       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
310       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
310       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
310       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
310       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
310       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
310       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
310       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
310       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
310       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
310       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
310       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
310       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
310       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
310       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
310       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
310       		1000      		0.03125        		0.2            		0.05405        
320       		None      		0.03125        		0.09091        		0.04651        
None      		100       		0.15625        		0.05208        		0.07812        
320       		100       		0.03125        		0.11111        		0.04878        
None      		150       		0.125          		0.12903        		0.12698        
320       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
320       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
320       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
320       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
320       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
320       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
320       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
320       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
320       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
320       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
320       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
320       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
320       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
320       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
320       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
320       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
320       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
320       		1000      		0.03125        		0.2            		0.05405        
330       		None      		0.03125        		0.1            		0.04762        
None      		100       		0.15625        		0.05208        		0.07812        
330       		100       		0.03125        		0.11111        		0.04878        
None      		150       		0.125          		0.12903        		0.12698        
330       		150       		0.03125        		0.125          		0.05           
None      		200       		0.125          		0.22222        		0.16           
330       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
330       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
330       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
330       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
330       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
330       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
330       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
330       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
330       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
330       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
330       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
330       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
330       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
330       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
330       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
330       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
330       		1000      		0.03125        		0.2            		0.05405        
340       		None      		0.03125        		0.11111        		0.04878        
None      		100       		0.15625        		0.05208        		0.07812        
340       		100       		0.03125        		0.125          		0.05           
None      		150       		0.125          		0.12903        		0.12698        
340       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
340       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
340       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
340       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
340       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
340       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
340       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
340       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
340       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
340       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
340       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
340       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
340       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
340       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
340       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
340       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
340       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
340       		1000      		0.03125        		0.2            		0.05405        
350       		None      		0.03125        		0.11111        		0.04878        
None      		100       		0.15625        		0.05208        		0.07812        
350       		100       		0.03125        		0.125          		0.05           
None      		150       		0.125          		0.12903        		0.12698        
350       		150       		0.03125        		0.14286        		0.05128        
None      		200       		0.125          		0.22222        		0.16           
350       		200       		0.03125        		0.14286        		0.05128        
None      		250       		0.125          		0.26667        		0.17021        
350       		250       		0.03125        		0.16667        		0.05263        
None      		300       		0.09375        		0.23077        		0.13333        
350       		300       		0.03125        		0.16667        		0.05263        
None      		350       		0.09375        		0.25           		0.13636        
350       		350       		0.03125        		0.16667        		0.05263        
None      		400       		0.09375        		0.27273        		0.13953        
350       		400       		0.03125        		0.16667        		0.05263        
None      		450       		0.09375        		0.27273        		0.13953        
350       		450       		0.03125        		0.16667        		0.05263        
None      		500       		0.09375        		0.3            		0.14286        
350       		500       		0.03125        		0.2            		0.05405        
None      		550       		0.09375        		0.3            		0.14286        
350       		550       		0.03125        		0.2            		0.05405        
None      		600       		0.09375        		0.3            		0.14286        
350       		600       		0.03125        		0.2            		0.05405        
None      		650       		0.09375        		0.33333        		0.14634        
350       		650       		0.03125        		0.2            		0.05405        
None      		700       		0.09375        		0.33333        		0.14634        
350       		700       		0.03125        		0.2            		0.05405        
None      		750       		0.09375        		0.33333        		0.14634        
350       		750       		0.03125        		0.2            		0.05405        
None      		800       		0.09375        		0.33333        		0.14634        
350       		800       		0.03125        		0.2            		0.05405        
None      		850       		0.09375        		0.33333        		0.14634        
350       		850       		0.03125        		0.2            		0.05405        
None      		900       		0.0625         		0.25           		0.1            
350       		900       		0.03125        		0.2            		0.05405        
None      		950       		0.0625         		0.25           		0.1            
350       		950       		0.03125        		0.2            		0.05405        
None      		1000      		0.0625         		0.25           		0.1            
350       		1000      		0.03125        		0.2            		0.05405        
