pos	int
42.4608	492.00
42.4870	494.00
42.5133	399.00
42.5395	359.00
42.5658	385.00
42.5921	350.00
42.6183	381.00
42.6446	393.00
42.6708	374.00
42.6971	351.00
42.7233	354.00
42.7496	377.00
42.7758	346.00
42.8021	383.00
42.8283	385.00
42.8546	384.00
42.8809	351.00
42.9071	358.00
42.9334	395.00
42.9596	389.00
42.9859	374.00
43.0121	357.00
43.0384	382.00
43.0646	367.00
43.0909	366.00
43.1172	390.00
43.1434	377.00
43.1697	396.00
43.1959	381.00
43.2222	381.00
43.2484	392.00
43.2747	390.00
43.3009	402.00
43.3272	400.00
43.3534	386.00
43.3797	403.00
43.4060	404.00
43.4322	421.00
43.4585	420.00
43.4847	432.00
43.5110	411.00
43.5372	450.00
43.5635	402.00
43.5897	421.00
43.6160	410.00
43.6422	404.00
43.6685	422.00
43.6948	436.00
43.7210	417.00
43.7473	379.00
43.7735	398.00
43.7998	411.00
43.8260	378.00
43.8523	408.00
43.8785	421.00
43.9048	444.00
43.9310	381.00
43.9573	389.00
43.9836	373.00
44.0098	385.00
44.0361	335.00
44.0623	391.00
44.0886	360.00
44.1148	315.00
44.1411	372.00
44.1673	327.00
44.1936	336.00
44.2198	376.00
44.2461	356.00
44.2724	364.00
44.2986	399.00
44.3249	338.00
44.3511	361.00
44.3774	373.00
44.4036	369.00
44.4299	363.00
44.4561	390.00
44.4824	386.00
44.5086	341.00
44.5349	370.00
44.5612	363.00
44.5874	358.00
44.6137	361.00
44.6399	371.00
44.6662	363.00
44.6924	347.00
44.7187	374.00
44.7449	344.00
44.7712	365.00
44.7974	367.00
44.8237	348.00
44.8500	364.00
44.8762	353.00
44.9025	301.00
44.9287	322.00
44.9550	335.00
44.9812	345.00
45.0075	332.00
45.0337	361.00
45.0600	365.00
45.0862	330.00
45.1125	351.00
45.1388	375.00
45.1650	319.00
45.1913	379.00
45.2175	372.00
45.2438	372.00
45.2700	346.00
45.2963	366.00
45.3225	296.00
45.3488	368.00
45.3750	328.00
45.4013	357.00
45.4276	322.00
45.4538	364.00
45.4801	353.00
45.5063	351.00
45.5326	384.00
45.5588	332.00
45.5851	343.00
45.6113	355.00
45.6376	347.00
45.6638	377.00
