pos	int
24.6423	16.00
24.6553	15.00
24.6683	13.00
24.6813	8.00
24.6943	15.00
24.7073	20.00
24.7203	16.00
24.7333	16.00
24.7463	18.00
24.7593	14.00
24.7723	15.00
24.7853	20.00
24.7983	16.00
24.8112	11.00
24.8242	9.00
24.8372	14.00
24.8502	17.00
24.8632	20.00
24.8762	18.00
24.8892	16.00
24.9022	20.00
24.9152	21.00
24.9282	18.00
24.9412	16.00
24.9542	15.00
24.9672	16.00
24.9802	16.00
24.9932	13.00
25.0062	17.00
25.0192	17.00
25.0322	14.00
25.0452	18.00
25.0582	21.00
25.0712	21.00
25.0842	20.00
25.0972	23.00
25.1102	24.00
25.1232	20.00
25.1362	22.00
25.1492	22.00
25.1622	21.00
25.1752	23.00
25.1882	23.00
25.2012	22.00
25.2142	29.00
25.2272	38.00
25.2402	37.00
25.2532	41.00
25.2662	40.00
25.2792	41.00
25.2922	56.00
25.3052	68.00
25.3182	69.00
25.3312	73.00
25.3442	84.00
25.3571	106.00
25.3701	112.00
25.3831	119.00
25.3961	163.00
25.4091	171.00
25.4221	168.00
25.4351	162.00
25.4481	149.00
25.4611	135.00
25.4741	141.00
25.4871	136.00
25.5001	116.00
25.5131	80.00
25.5261	68.00
25.5391	56.00
25.5521	51.00
25.5651	42.00
25.5781	36.00
25.5911	24.00
25.6041	24.00
25.6171	24.00
25.6301	24.00
25.6431	21.00
25.6561	24.00
25.6691	15.00
25.6821	21.00
25.6951	17.00
25.7081	22.00
25.7211	16.00
25.7341	13.00
25.7471	16.00
25.7601	12.00
25.7731	25.00
25.7861	16.00
25.7991	17.00
25.8121	20.00
25.8251	21.00
25.8381	19.00
25.8511	13.00
25.8641	9.00
25.8771	11.00
25.8900	12.00
25.9030	20.00
25.9160	16.00
25.9290	22.00
25.9420	25.00
25.9550	13.00
25.9680	10.00
25.9810	13.00
25.9940	12.00
26.0070	12.00
26.0200	12.00
26.0330	9.00
26.0460	8.00
26.0590	9.00
26.0720	11.00
26.0850	12.00
26.0980	13.00
26.1110	15.00
26.1240	10.00
26.1370	13.00
26.1500	12.00
26.1630	14.00
26.1760	11.00
26.1890	15.00
26.2020	13.00
26.2150	9.00
26.2280	16.00
26.2410	14.00
26.2540	9.00
26.2670	15.00
26.2800	17.00
26.2930	16.00
26.3060	13.00
26.3190	9.00
26.3320	10.00
26.3450	16.00
26.3580	22.00
26.3710	21.00
26.3840	16.00
26.3970	13.00
26.4100	10.00
26.4230	13.00
26.4359	15.00
26.4489	11.00
26.4619	9.00
26.4749	8.00
26.4879	10.00
26.5009	17.00
26.5139	19.00
26.5269	16.00
26.5399	14.00
26.5529	9.00
26.5659	8.00
26.5789	10.00
26.5919	9.00
26.6049	16.00
26.6179	24.00
26.6309	22.00
26.6439	13.00
26.6569	12.00
26.6699	16.00
26.6829	17.00
26.6959	16.00
26.7089	14.00
26.7219	23.00
26.7349	23.00
26.7479	17.00
26.7609	13.00
26.7739	6.00
26.7869	8.00
26.7999	18.00
26.8129	12.00
26.8259	17.00
26.8389	12.00
26.8519	11.00
26.8649	7.00
26.8779	9.00
26.8909	17.00
26.9039	16.00
26.9169	14.00
26.9299	10.00
26.9429	14.00
26.9559	12.00
26.9688	8.00
26.9818	10.00
26.9948	14.00
27.0078	8.00
27.0208	9.00
27.0338	8.00
27.0468	13.00
27.0598	13.00
27.0728	20.00
27.0858	18.00
27.0988	13.00
27.1118	15.00
27.1248	8.00
27.1378	7.00
27.1508	16.00
27.1638	12.00
27.1768	15.00
27.1898	13.00
27.2028	9.00
27.2158	13.00
27.2288	11.00
27.2418	11.00
27.2548	12.00
27.2678	18.00
27.2808	20.00
27.2938	16.00
27.3068	12.00
27.3198	16.00
27.3328	12.00
27.3458	10.00
27.3588	11.00
27.3718	15.00
27.3848	20.00
27.3978	18.00
27.4108	12.00
27.4238	15.00
27.4368	17.00
27.4498	20.00
27.4628	18.00
27.4758	18.00
27.4888	18.00
27.5018	15.00
27.5147	17.00
27.5277	17.00
27.5407	10.00
27.5537	9.00
27.5667	12.00
27.5797	13.00
27.5927	15.00
27.6057	13.00
27.6187	8.00
27.6317	8.00
27.6447	11.00
27.6577	10.00
27.6707	11.00
27.6837	16.00
27.6967	15.00
27.7097	12.00
27.7227	14.00
27.7357	14.00
27.7487	13.00
27.7617	11.00
27.7747	8.00
27.7877	13.00
27.8007	14.00
27.8137	11.00
27.8267	12.00
27.8397	15.00
27.8527	11.00
27.8657	11.00
27.8787	9.00
27.8917	13.00
27.9047	17.00
27.9177	15.00
27.9307	9.00
27.9437	9.00
27.9567	8.00
27.9697	7.00
27.9827	10.00
27.9957	18.00
28.0087	13.00
28.0217	7.00
28.0347	12.00
28.0476	18.00
28.0606	16.00
28.0736	13.00
28.0866	7.00
28.0996	10.00
28.1126	14.00
28.1256	8.00
28.1386	11.00
28.1516	18.00
28.1646	10.00
28.1776	5.00
28.1906	9.00
28.2036	20.00
28.2166	10.00
28.2296	11.00
28.2426	16.00
28.2556	8.00
28.2686	11.00
28.2816	23.00
28.2946	18.00
28.3076	11.00
28.3206	6.00
28.3336	9.00
28.3466	15.00
28.3596	21.00
28.3726	9.00
28.3856	7.00
28.3986	8.00
28.4116	15.00
28.4246	16.00
28.4376	11.00
28.4506	12.00
28.4636	13.00
28.4766	14.00
28.4896	17.00
28.5026	13.00
28.5156	10.00
28.5286	10.00
28.5416	12.00
28.5546	8.00
28.5676	9.00
28.5805	11.00
28.5935	10.00
28.6065	8.00
28.6195	12.00
28.6325	11.00
28.6455	13.00
28.6585	16.00
28.6715	13.00
28.6845	11.00
28.6975	14.00
28.7105	16.00
28.7235	11.00
28.7365	8.00
28.7495	11.00
28.7625	14.00
28.7755	16.00
28.7885	13.00
28.8015	11.00
28.8145	10.00
28.8275	10.00
28.8405	11.00
28.8535	16.00
28.8665	17.00
28.8795	11.00
28.8925	9.00
28.9055	12.00
28.9185	13.00
28.9315	13.00
28.9445	11.00
28.9575	7.00
28.9705	8.00
28.9835	12.00
28.9965	16.00
29.0095	20.00
29.0225	16.00
29.0355	11.00
29.0485	12.00
29.0615	13.00
29.0745	12.00
29.0875	14.00
29.1005	19.00
29.1135	11.00
29.1264	7.00
29.1394	10.00
29.1524	9.00
29.1654	12.00
29.1784	13.00
29.1914	10.00
29.2044	17.00
29.2174	18.00
29.2304	13.00
29.2434	9.00
29.2564	11.00
29.2694	10.00
29.2824	13.00
29.2954	17.00
29.3084	21.00
29.3214	15.00
29.3344	18.00
29.3474	14.00
29.3604	11.00
29.3734	16.00
29.3864	15.00
29.3994	12.00
29.4124	9.00
29.4254	18.00
29.4384	16.00
29.4514	15.00
29.4644	11.00
29.4774	9.00
29.4904	14.00
29.5034	7.00
29.5164	9.00
29.5294	8.00
29.5424	9.00
29.5554	13.00
29.5684	14.00
29.5814	14.00
29.5944	10.00
29.6074	14.00
29.6204	11.00
29.6334	12.00
29.6464	16.00
29.6593	11.00
29.6723	10.00
29.6853	17.00
29.6983	10.00
29.7113	8.00
29.7243	9.00
29.7373	12.00
29.7503	14.00
29.7633	13.00
29.7763	12.00
29.7893	13.00
29.8023	9.00
29.8153	11.00
29.8283	7.00
29.8413	15.00
29.8543	14.00
29.8673	12.00
29.8803	11.00
29.8933	18.00
29.9063	17.00
29.9193	14.00
29.9323	7.00
29.9453	5.00
29.9583	11.00
29.9713	7.00
29.9843	9.00
29.9973	12.00
30.0103	14.00
30.0233	10.00
30.0363	10.00
30.0493	13.00
30.0623	15.00
30.0753	13.00
30.0883	8.00
30.1013	9.00
30.1143	8.00
30.1273	11.00
30.1403	14.00
30.1533	13.00
30.1663	8.00
