XRDML file: ../content/data/xrdml/NASA/BCdT - PT/10Bi(Cd0.5Ti0.5)O3 - 90PbTiO3 - 1100C.xrdml
Package: Scipy
Allowed Error: 0.1
distance  		prominence		recall         		precision      		f1_score       
120       		450       		0.21875        		1.0            		0.35897        
None      		500       		0.3125         		1.0            		0.47619        
120       		500       		0.1875         		1.0            		0.31579        
None      		550       		0.3125         		1.0            		0.47619        
120       		550       		0.1875         		1.0            		0.31579        
None      		600       		0.3125         		1.0            		0.47619        
120       		600       		0.1875         		1.0            		0.31579        
None      		650       		0.28125        		1.0            		0.43902        
120       		650       		0.1875         		1.0            		0.31579        
None      		700       		0.28125        		1.0            		0.43902        
120       		700       		0.1875         		1.0            		0.31579        
None      		750       		0.28125        		1.0            		0.43902        
120       		750       		0.1875         		1.0            		0.31579        
None      		800       		0.28125        		1.0            		0.43902        
120       		800       		0.1875         		1.0            		0.31579        
None      		850       		0.28125        		1.0            		0.43902        
120       		850       		0.1875         		1.0            		0.31579        
None      		900       		0.25           		1.0            		0.4            
120       		900       		0.1875         		1.0            		0.31579        
None      		950       		0.25           		1.0            		0.4            
120       		950       		0.1875         		1.0            		0.31579        
None      		1000      		0.25           		1.0            		0.4            
120       		1000      		0.1875         		1.0            		0.31579        
130       		None      		0.3125         		0.4            		0.35088        
None      		100       		0.71875        		0.23958        		0.35938        
130       		100       		0.3125         		0.66667        		0.42553        
None      		150       		0.59375        		0.6129         		0.60317        
130       		150       		0.3125         		0.90909        		0.46512        
None      		200       		0.53125        		0.94444        		0.68           
130       		200       		0.28125        		1.0            		0.43902        
None      		250       		0.46875        		1.0            		0.6383         
130       		250       		0.25           		1.0            		0.4            
None      		300       		0.40625        		1.0            		0.57778        
130       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
130       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
130       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
130       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
130       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
130       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
130       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
130       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
130       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
130       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
130       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
130       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
130       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
130       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
130       		1000      		0.15625        		1.0            		0.27027        
140       		None      		0.3125         		0.41667        		0.35714        
None      		100       		0.71875        		0.23958        		0.35938        
140       		100       		0.3125         		0.55556        		0.4            
None      		150       		0.59375        		0.6129         		0.60317        
140       		150       		0.3125         		0.90909        		0.46512        
None      		200       		0.53125        		0.94444        		0.68           
140       		200       		0.28125        		1.0            		0.43902        
None      		250       		0.46875        		1.0            		0.6383         
140       		250       		0.25           		1.0            		0.4            
None      		300       		0.40625        		1.0            		0.57778        
140       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
140       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
140       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
140       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
140       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
140       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
140       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
140       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
140       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
140       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
140       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
140       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
140       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
140       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
140       		1000      		0.15625        		1.0            		0.27027        
150       		None      		0.3125         		0.43478        		0.36364        
None      		100       		0.71875        		0.23958        		0.35938        
150       		100       		0.3125         		0.625          		0.41667        
None      		150       		0.59375        		0.6129         		0.60317        
150       		150       		0.3125         		0.90909        		0.46512        
None      		200       		0.53125        		0.94444        		0.68           
150       		200       		0.28125        		1.0            		0.43902        
None      		250       		0.46875        		1.0            		0.6383         
150       		250       		0.25           		1.0            		0.4            
None      		300       		0.40625        		1.0            		0.57778        
150       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
150       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
150       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
150       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
150       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
150       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
150       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
150       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
150       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
150       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
150       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
150       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
150       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
150       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
150       		1000      		0.15625        		1.0            		0.27027        
160       		None      		0.3125         		0.47619        		0.37736        
None      		100       		0.71875        		0.23958        		0.35938        
160       		100       		0.3125         		0.55556        		0.4            
None      		150       		0.59375        		0.6129         		0.60317        
160       		150       		0.3125         		0.90909        		0.46512        
None      		200       		0.53125        		0.94444        		0.68           
160       		200       		0.28125        		1.0            		0.43902        
None      		250       		0.46875        		1.0            		0.6383         
160       		250       		0.25           		1.0            		0.4            
None      		300       		0.40625        		1.0            		0.57778        
160       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
160       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
160       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
160       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
160       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
160       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
160       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
160       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
160       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
160       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
160       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
160       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
160       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
160       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
160       		1000      		0.15625        		1.0            		0.27027        
170       		None      		0.3125         		0.5            		0.38462        
None      		100       		0.71875        		0.23958        		0.35938        
170       		100       		0.3125         		0.625          		0.41667        
None      		150       		0.59375        		0.6129         		0.60317        
170       		150       		0.3125         		0.90909        		0.46512        
None      		200       		0.53125        		0.94444        		0.68           
170       		200       		0.28125        		1.0            		0.43902        
None      		250       		0.46875        		1.0            		0.6383         
170       		250       		0.25           		1.0            		0.4            
None      		300       		0.40625        		1.0            		0.57778        
170       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
170       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
170       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
170       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
170       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
170       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
170       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
170       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
170       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
170       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
170       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
170       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
170       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
170       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
170       		1000      		0.15625        		1.0            		0.27027        
180       		None      		0.3125         		0.5            		0.38462        
None      		100       		0.71875        		0.23958        		0.35938        
180       		100       		0.28125        		0.6            		0.38298        
None      		150       		0.59375        		0.6129         		0.60317        
180       		150       		0.28125        		1.0            		0.43902        
None      		200       		0.53125        		0.94444        		0.68           
180       		200       		0.25           		1.0            		0.4            
None      		250       		0.46875        		1.0            		0.6383         
180       		250       		0.21875        		1.0            		0.35897        
None      		300       		0.40625        		1.0            		0.57778        
180       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
180       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
180       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
180       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
180       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
180       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
180       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
180       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
180       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
180       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
180       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
180       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
180       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
180       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
180       		1000      		0.15625        		1.0            		0.27027        
190       		None      		0.28125        		0.5            		0.36           
None      		100       		0.71875        		0.23958        		0.35938        
190       		100       		0.28125        		0.5625         		0.375          
None      		150       		0.59375        		0.6129         		0.60317        
190       		150       		0.28125        		1.0            		0.43902        
None      		200       		0.53125        		0.94444        		0.68           
190       		200       		0.25           		1.0            		0.4            
None      		250       		0.46875        		1.0            		0.6383         
190       		250       		0.21875        		1.0            		0.35897        
None      		300       		0.40625        		1.0            		0.57778        
190       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
190       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
190       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
190       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
190       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
190       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
190       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
190       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
190       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
190       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
190       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
190       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
190       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
190       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
190       		1000      		0.15625        		1.0            		0.27027        
200       		None      		0.28125        		0.52941        		0.36735        
None      		100       		0.71875        		0.23958        		0.35938        
200       		100       		0.25           		0.61538        		0.35556        
None      		150       		0.59375        		0.6129         		0.60317        
200       		150       		0.25           		0.8            		0.38095        
None      		200       		0.53125        		0.94444        		0.68           
200       		200       		0.25           		1.0            		0.4            
None      		250       		0.46875        		1.0            		0.6383         
200       		250       		0.21875        		1.0            		0.35897        
None      		300       		0.40625        		1.0            		0.57778        
200       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
200       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
200       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
200       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
200       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
200       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
200       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
200       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
200       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
200       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
200       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
200       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
200       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
200       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
200       		1000      		0.15625        		1.0            		0.27027        
210       		None      		0.25           		0.5            		0.33333        
None      		100       		0.71875        		0.23958        		0.35938        
210       		100       		0.25           		0.57143        		0.34783        
None      		150       		0.59375        		0.6129         		0.60317        
210       		150       		0.25           		0.8            		0.38095        
None      		200       		0.53125        		0.94444        		0.68           
210       		200       		0.25           		1.0            		0.4            
None      		250       		0.46875        		1.0            		0.6383         
210       		250       		0.21875        		1.0            		0.35897        
None      		300       		0.40625        		1.0            		0.57778        
210       		300       		0.21875        		1.0            		0.35897        
None      		350       		0.375          		1.0            		0.54545        
210       		350       		0.21875        		1.0            		0.35897        
None      		400       		0.34375        		1.0            		0.51163        
210       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
210       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
210       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
210       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
210       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
210       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
210       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
210       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
210       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
210       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
210       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
210       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
210       		1000      		0.15625        		1.0            		0.27027        
220       		None      		0.25           		0.5            		0.33333        
None      		100       		0.71875        		0.23958        		0.35938        
220       		100       		0.21875        		0.53846        		0.31111        
None      		150       		0.59375        		0.6129         		0.60317        
220       		150       		0.21875        		0.77778        		0.34146        
None      		200       		0.53125        		0.94444        		0.68           
220       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
220       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
220       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
220       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
220       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
220       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
220       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
220       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
220       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
220       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
220       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
220       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
220       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
220       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
220       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
220       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
220       		1000      		0.15625        		1.0            		0.27027        
230       		None      		0.25           		0.57143        		0.34783        
None      		100       		0.71875        		0.23958        		0.35938        
230       		100       		0.25           		0.61538        		0.35556        
None      		150       		0.59375        		0.6129         		0.60317        
230       		150       		0.25           		0.88889        		0.39024        
None      		200       		0.53125        		0.94444        		0.68           
230       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
230       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
230       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
230       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
230       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
230       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
230       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
230       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
230       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
230       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
230       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
230       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
230       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
230       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
230       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
230       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
230       		1000      		0.15625        		1.0            		0.27027        
240       		None      		0.25           		0.61538        		0.35556        
None      		100       		0.71875        		0.23958        		0.35938        
240       		100       		0.25           		0.66667        		0.36364        
None      		150       		0.59375        		0.6129         		0.60317        
240       		150       		0.25           		0.88889        		0.39024        
None      		200       		0.53125        		0.94444        		0.68           
240       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
240       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
240       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
240       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
240       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
240       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
240       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
240       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
240       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
240       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
240       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
240       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
240       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
240       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
240       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
240       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
240       		1000      		0.15625        		1.0            		0.27027        
250       		None      		0.25           		0.61538        		0.35556        
None      		100       		0.71875        		0.23958        		0.35938        
250       		100       		0.25           		0.72727        		0.37209        
None      		150       		0.59375        		0.6129         		0.60317        
250       		150       		0.25           		1.0            		0.4            
None      		200       		0.53125        		0.94444        		0.68           
250       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
250       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
250       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
250       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
250       		400       		0.1875         		1.0            		0.31579        
