XRDML file: ../content/data/xrdml/NASA/BCdT - PT/10Bi(Cd0.5Ti0.5)O3 - 90PbTiO3 - 1100C.xrdml
Package: Scipy
Allowed Error: 0.1
distance  		prominence		recall         		precision      		f1_score       
None      		450       		0.34375        		1.0            		0.51163        
250       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
250       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
250       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
250       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
250       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
250       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
250       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
250       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
250       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
250       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
250       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
250       		1000      		0.15625        		1.0            		0.27027        
260       		None      		0.25           		0.61538        		0.35556        
None      		100       		0.71875        		0.23958        		0.35938        
260       		100       		0.21875        		0.7            		0.33333        
None      		150       		0.59375        		0.6129         		0.60317        
260       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
260       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
260       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
260       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
260       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
260       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
260       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
260       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
260       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
260       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
260       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
260       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
260       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
260       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
260       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
260       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
260       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
260       		1000      		0.15625        		1.0            		0.27027        
270       		None      		0.21875        		0.58333        		0.31818        
None      		100       		0.71875        		0.23958        		0.35938        
270       		100       		0.21875        		0.77778        		0.34146        
None      		150       		0.59375        		0.6129         		0.60317        
270       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
270       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
270       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
270       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
270       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
270       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
270       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
270       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
270       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
270       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
270       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
270       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
270       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
270       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
270       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
270       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
270       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
270       		1000      		0.15625        		1.0            		0.27027        
280       		None      		0.21875        		0.63636        		0.32558        
None      		100       		0.71875        		0.23958        		0.35938        
280       		100       		0.21875        		0.7            		0.33333        
None      		150       		0.59375        		0.6129         		0.60317        
280       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
280       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
280       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
280       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
280       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
280       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
280       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
280       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
280       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
280       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
280       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
280       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
280       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
280       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
280       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
280       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
280       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
280       		1000      		0.15625        		1.0            		0.27027        
290       		None      		0.21875        		0.63636        		0.32558        
None      		100       		0.71875        		0.23958        		0.35938        
290       		100       		0.21875        		0.875          		0.35           
None      		150       		0.59375        		0.6129         		0.60317        
290       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
290       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
290       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
290       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
290       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
290       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
290       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
290       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
290       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
290       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
290       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
290       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
290       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
290       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
290       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
290       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
290       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
290       		1000      		0.15625        		1.0            		0.27027        
300       		None      		0.21875        		0.63636        		0.32558        
None      		100       		0.71875        		0.23958        		0.35938        
300       		100       		0.21875        		0.77778        		0.34146        
None      		150       		0.59375        		0.6129         		0.60317        
300       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
300       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
300       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
300       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
300       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
300       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
300       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
300       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
300       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
300       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
300       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
300       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
300       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
300       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
300       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
300       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
300       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
300       		1000      		0.15625        		1.0            		0.27027        
310       		None      		0.21875        		0.63636        		0.32558        
None      		100       		0.71875        		0.23958        		0.35938        
310       		100       		0.21875        		0.77778        		0.34146        
None      		150       		0.59375        		0.6129         		0.60317        
310       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
310       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
310       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
310       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
310       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
310       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
310       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
310       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
310       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
310       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
310       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
310       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
310       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
310       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
310       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
310       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
310       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
310       		1000      		0.15625        		1.0            		0.27027        
320       		None      		0.21875        		0.63636        		0.32558        
None      		100       		0.71875        		0.23958        		0.35938        
320       		100       		0.21875        		0.77778        		0.34146        
None      		150       		0.59375        		0.6129         		0.60317        
320       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
320       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
320       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
320       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
320       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
320       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
320       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
320       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
320       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
320       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
320       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
320       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
320       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
320       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
320       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
320       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
320       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
320       		1000      		0.15625        		1.0            		0.27027        
330       		None      		0.21875        		0.7            		0.33333        
None      		100       		0.71875        		0.23958        		0.35938        
330       		100       		0.21875        		0.77778        		0.34146        
None      		150       		0.59375        		0.6129         		0.60317        
330       		150       		0.21875        		0.875          		0.35           
None      		200       		0.53125        		0.94444        		0.68           
330       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
330       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
330       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
330       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
330       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
330       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
330       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
330       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
330       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
330       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
330       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
330       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
330       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
330       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
330       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
330       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
330       		1000      		0.15625        		1.0            		0.27027        
340       		None      		0.21875        		0.77778        		0.34146        
None      		100       		0.71875        		0.23958        		0.35938        
340       		100       		0.21875        		0.875          		0.35           
None      		150       		0.59375        		0.6129         		0.60317        
340       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
340       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
340       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
340       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
340       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
340       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
340       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
340       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
340       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
340       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
340       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
340       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
340       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
340       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
340       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
340       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
340       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
340       		1000      		0.15625        		1.0            		0.27027        
350       		None      		0.21875        		0.77778        		0.34146        
None      		100       		0.71875        		0.23958        		0.35938        
350       		100       		0.21875        		0.875          		0.35           
None      		150       		0.59375        		0.6129         		0.60317        
350       		150       		0.21875        		1.0            		0.35897        
None      		200       		0.53125        		0.94444        		0.68           
350       		200       		0.21875        		1.0            		0.35897        
None      		250       		0.46875        		1.0            		0.6383         
350       		250       		0.1875         		1.0            		0.31579        
None      		300       		0.40625        		1.0            		0.57778        
350       		300       		0.1875         		1.0            		0.31579        
None      		350       		0.375          		1.0            		0.54545        
350       		350       		0.1875         		1.0            		0.31579        
None      		400       		0.34375        		1.0            		0.51163        
350       		400       		0.1875         		1.0            		0.31579        
None      		450       		0.34375        		1.0            		0.51163        
350       		450       		0.1875         		1.0            		0.31579        
None      		500       		0.3125         		1.0            		0.47619        
350       		500       		0.15625        		1.0            		0.27027        
None      		550       		0.3125         		1.0            		0.47619        
350       		550       		0.15625        		1.0            		0.27027        
None      		600       		0.3125         		1.0            		0.47619        
350       		600       		0.15625        		1.0            		0.27027        
None      		650       		0.28125        		1.0            		0.43902        
350       		650       		0.15625        		1.0            		0.27027        
None      		700       		0.28125        		1.0            		0.43902        
350       		700       		0.15625        		1.0            		0.27027        
None      		750       		0.28125        		1.0            		0.43902        
350       		750       		0.15625        		1.0            		0.27027        
None      		800       		0.28125        		1.0            		0.43902        
350       		800       		0.15625        		1.0            		0.27027        
None      		850       		0.28125        		1.0            		0.43902        
350       		850       		0.15625        		1.0            		0.27027        
None      		900       		0.25           		1.0            		0.4            
350       		900       		0.15625        		1.0            		0.27027        
None      		950       		0.25           		1.0            		0.4            
350       		950       		0.15625        		1.0            		0.27027        
None      		1000      		0.25           		1.0            		0.4            
350       		1000      		0.15625        		1.0            		0.27027        
