pos	int	
32.9974	1804.00	
33.0164	1664.00	
33.0355	1653.00	
33.0545	1625.00	
33.0736	1384.00	
33.0927	1173.00	
33.1117	1034.00	
33.1308	935.00	
33.1498	848.00	
33.1689	880.00	
33.1879	832.00	
33.2070	822.00	
33.2260	769.00	
33.2451	798.00	
33.2641	734.00	
33.2832	692.00	
33.3022	716.00	
33.3213	711.00	
33.3403	698.00	
33.3594	648.00	
33.3785	676.00	
33.3975	665.00	
33.4166	687.00	
33.4356	675.00	
33.4547	638.00	
33.4737	637.00	
33.4928	632.00	
33.5118	675.00	
33.5309	638.00	
33.5499	602.00	
33.5690	608.00	
33.5880	609.00	
33.6071	572.00	
33.6261	614.00	
33.6452	613.00	
33.6643	555.00	
33.6833	642.00	
33.7024	611.00	
33.7214	573.00	
33.7405	589.00	
33.7595	567.00	
33.7786	595.00	
33.7976	615.00	
33.8167	596.00	
33.8357	571.00	
33.8548	603.00	
33.8738	602.00	
33.8929	613.00	
33.9119	638.00	
33.9310	553.00	
33.9501	605.00	
33.9691	604.00	
33.9882	595.00	
34.0072	597.00	
34.0263	581.00	
34.0453	598.00	
34.0644	621.00	
34.0834	560.00	
34.1025	550.00	
34.1215	591.00	
34.1406	614.00	
34.1596	595.00	
34.1787	657.00	
34.1977	600.00	
34.2168	602.00	
34.2359	608.00	
34.2549	568.00	
34.2740	618.00	
34.2930	570.00	
34.3121	528.00	
34.3311	586.00	
34.3502	562.00	
34.3692	597.00	
34.3883	524.00	
34.4073	539.00	
34.4264	587.00	
34.4454	571.00	
34.4645	559.00	
34.4835	605.00	
34.5026	587.00	
34.5217	554.00	
34.5407	591.00	
34.5598	556.00	
34.5788	569.00	
34.5979	603.00	
34.6169	534.00	
34.6360	539.00	
34.6550	527.00	
34.6741	542.00	
34.6931	532.00	
34.7122	542.00	
34.7312	558.00	
34.7503	539.00	
34.7693	572.00	
34.7884	583.00	
