XRDML file: ../content/data/xrdml/NASA/BCdT - PT/10Bi(Cd0.5Ti0.5)O3 - 90PbTiO3 - 1100C.xrdml
Package: Scipy
Allowed Error: 0.01
distance  		prominence		recall         		precision      		f1_score       
170       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
170       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
170       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
170       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
170       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
170       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
170       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
170       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
170       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
170       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
170       		1000      		0.125          		0.8            		0.21622        
180       		None      		0.125          		0.2            		0.15385        
None      		100       		0.46875        		0.15625        		0.23438        
180       		100       		0.125          		0.26667        		0.17021        
None      		150       		0.34375        		0.35484        		0.34921        
180       		150       		0.125          		0.44444        		0.19512        
None      		200       		0.3125         		0.55556        		0.4            
180       		200       		0.125          		0.5            		0.2            
None      		250       		0.3125         		0.66667        		0.42553        
180       		250       		0.125          		0.57143        		0.20513        
None      		300       		0.28125        		0.69231        		0.4            
180       		300       		0.125          		0.57143        		0.20513        
None      		350       		0.25           		0.66667        		0.36364        
180       		350       		0.125          		0.57143        		0.20513        
None      		400       		0.25           		0.72727        		0.37209        
180       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
180       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
180       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
180       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
180       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
180       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
180       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
180       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
180       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
180       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
180       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
180       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
180       		1000      		0.125          		0.8            		0.21622        
190       		None      		0.125          		0.22222        		0.16           
None      		100       		0.46875        		0.15625        		0.23438        
190       		100       		0.125          		0.25           		0.16667        
None      		150       		0.34375        		0.35484        		0.34921        
190       		150       		0.125          		0.44444        		0.19512        
None      		200       		0.3125         		0.55556        		0.4            
190       		200       		0.125          		0.5            		0.2            
None      		250       		0.3125         		0.66667        		0.42553        
190       		250       		0.125          		0.57143        		0.20513        
None      		300       		0.28125        		0.69231        		0.4            
190       		300       		0.125          		0.57143        		0.20513        
None      		350       		0.25           		0.66667        		0.36364        
190       		350       		0.125          		0.57143        		0.20513        
None      		400       		0.25           		0.72727        		0.37209        
190       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
190       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
190       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
190       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
190       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
190       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
190       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
190       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
190       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
190       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
190       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
190       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
190       		1000      		0.125          		0.8            		0.21622        
200       		None      		0.125          		0.23529        		0.16327        
None      		100       		0.46875        		0.15625        		0.23438        
200       		100       		0.125          		0.30769        		0.17778        
None      		150       		0.34375        		0.35484        		0.34921        
200       		150       		0.125          		0.4            		0.19048        
None      		200       		0.3125         		0.55556        		0.4            
200       		200       		0.125          		0.5            		0.2            
None      		250       		0.3125         		0.66667        		0.42553        
200       		250       		0.125          		0.57143        		0.20513        
None      		300       		0.28125        		0.69231        		0.4            
200       		300       		0.125          		0.57143        		0.20513        
None      		350       		0.25           		0.66667        		0.36364        
200       		350       		0.125          		0.57143        		0.20513        
None      		400       		0.25           		0.72727        		0.37209        
200       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
200       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
200       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
200       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
200       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
200       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
200       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
200       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
200       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
200       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
200       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
200       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
200       		1000      		0.125          		0.8            		0.21622        
210       		None      		0.125          		0.25           		0.16667        
None      		100       		0.46875        		0.15625        		0.23438        
210       		100       		0.125          		0.28571        		0.17391        
None      		150       		0.34375        		0.35484        		0.34921        
210       		150       		0.125          		0.4            		0.19048        
None      		200       		0.3125         		0.55556        		0.4            
210       		200       		0.125          		0.5            		0.2            
None      		250       		0.3125         		0.66667        		0.42553        
210       		250       		0.125          		0.57143        		0.20513        
None      		300       		0.28125        		0.69231        		0.4            
210       		300       		0.125          		0.57143        		0.20513        
None      		350       		0.25           		0.66667        		0.36364        
210       		350       		0.125          		0.57143        		0.20513        
None      		400       		0.25           		0.72727        		0.37209        
210       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
210       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
210       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
210       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
210       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
210       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
210       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
210       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
210       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
210       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
210       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
210       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
210       		1000      		0.125          		0.8            		0.21622        
220       		None      		0.125          		0.25           		0.16667        
None      		100       		0.46875        		0.15625        		0.23438        
220       		100       		0.125          		0.30769        		0.17778        
None      		150       		0.34375        		0.35484        		0.34921        
220       		150       		0.125          		0.44444        		0.19512        
None      		200       		0.3125         		0.55556        		0.4            
220       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
220       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
220       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
220       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
220       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
220       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
220       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
220       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
220       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
220       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
220       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
220       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
220       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
220       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
220       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
220       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
220       		1000      		0.125          		0.8            		0.21622        
230       		None      		0.15625        		0.35714        		0.21739        
None      		100       		0.46875        		0.15625        		0.23438        
230       		100       		0.15625        		0.38462        		0.22222        
None      		150       		0.34375        		0.35484        		0.34921        
230       		150       		0.15625        		0.55556        		0.2439         
None      		200       		0.3125         		0.55556        		0.4            
230       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
230       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
230       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
230       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
230       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
230       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
230       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
230       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
230       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
230       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
230       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
230       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
230       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
230       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
230       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
230       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
230       		1000      		0.125          		0.8            		0.21622        
240       		None      		0.15625        		0.38462        		0.22222        
None      		100       		0.46875        		0.15625        		0.23438        
240       		100       		0.15625        		0.41667        		0.22727        
None      		150       		0.34375        		0.35484        		0.34921        
240       		150       		0.15625        		0.55556        		0.2439         
None      		200       		0.3125         		0.55556        		0.4            
240       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
240       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
240       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
240       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
240       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
240       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
240       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
240       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
240       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
240       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
240       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
240       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
240       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
240       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
240       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
240       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
240       		1000      		0.125          		0.8            		0.21622        
250       		None      		0.15625        		0.38462        		0.22222        
None      		100       		0.46875        		0.15625        		0.23438        
250       		100       		0.15625        		0.45455        		0.23256        
None      		150       		0.34375        		0.35484        		0.34921        
250       		150       		0.15625        		0.625          		0.25           
None      		200       		0.3125         		0.55556        		0.4            
250       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
250       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
250       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
250       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
250       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
250       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
