XRDML file: ../content/data/xrdml/NASA/BCdT - PT/10Bi(Cd0.5Ti0.5)O3 - 90PbTiO3 - 1100C.xrdml
Package: Scipy
Allowed Error: 0.01
distance  		prominence		recall         		precision      		f1_score       
250       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
250       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
250       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
250       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
250       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
250       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
250       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
250       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
250       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
250       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
250       		1000      		0.125          		0.8            		0.21622        
260       		None      		0.125          		0.30769        		0.17778        
None      		100       		0.46875        		0.15625        		0.23438        
260       		100       		0.125          		0.4            		0.19048        
None      		150       		0.34375        		0.35484        		0.34921        
260       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
260       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
260       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
260       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
260       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
260       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
260       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
260       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
260       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
260       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
260       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
260       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
260       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
260       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
260       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
260       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
260       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
260       		1000      		0.125          		0.8            		0.21622        
270       		None      		0.125          		0.33333        		0.18182        
None      		100       		0.46875        		0.15625        		0.23438        
270       		100       		0.125          		0.44444        		0.19512        
None      		150       		0.34375        		0.35484        		0.34921        
270       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
270       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
270       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
270       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
270       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
270       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
270       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
270       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
270       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
270       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
270       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
270       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
270       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
270       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
270       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
270       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
270       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
270       		1000      		0.125          		0.8            		0.21622        
280       		None      		0.125          		0.36364        		0.18605        
None      		100       		0.46875        		0.15625        		0.23438        
280       		100       		0.125          		0.4            		0.19048        
None      		150       		0.34375        		0.35484        		0.34921        
280       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
280       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
280       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
280       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
280       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
280       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
280       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
280       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
280       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
280       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
280       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
280       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
280       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
280       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
280       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
280       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
280       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
280       		1000      		0.125          		0.8            		0.21622        
290       		None      		0.125          		0.36364        		0.18605        
None      		100       		0.46875        		0.15625        		0.23438        
290       		100       		0.125          		0.5            		0.2            
None      		150       		0.34375        		0.35484        		0.34921        
290       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
290       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
290       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
290       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
290       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
290       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
290       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
290       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
290       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
290       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
290       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
290       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
290       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
290       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
290       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
290       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
290       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
290       		1000      		0.125          		0.8            		0.21622        
300       		None      		0.125          		0.36364        		0.18605        
None      		100       		0.46875        		0.15625        		0.23438        
300       		100       		0.125          		0.44444        		0.19512        
None      		150       		0.34375        		0.35484        		0.34921        
300       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
300       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
300       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
300       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
300       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
300       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
300       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
300       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
300       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
300       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
300       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
300       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
300       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
300       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
300       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
300       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
300       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
300       		1000      		0.125          		0.8            		0.21622        
310       		None      		0.125          		0.36364        		0.18605        
None      		100       		0.46875        		0.15625        		0.23438        
310       		100       		0.125          		0.44444        		0.19512        
None      		150       		0.34375        		0.35484        		0.34921        
310       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
310       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
310       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
310       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
310       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
310       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
310       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
310       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
310       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
310       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
310       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
310       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
310       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
310       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
310       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
310       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
310       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
310       		1000      		0.125          		0.8            		0.21622        
320       		None      		0.125          		0.36364        		0.18605        
None      		100       		0.46875        		0.15625        		0.23438        
320       		100       		0.125          		0.44444        		0.19512        
None      		150       		0.34375        		0.35484        		0.34921        
320       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
320       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
320       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
320       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
320       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
320       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
320       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
320       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
320       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
320       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
320       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
320       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
320       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
320       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
320       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
320       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
320       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
320       		1000      		0.125          		0.8            		0.21622        
330       		None      		0.125          		0.4            		0.19048        
None      		100       		0.46875        		0.15625        		0.23438        
330       		100       		0.125          		0.44444        		0.19512        
None      		150       		0.34375        		0.35484        		0.34921        
330       		150       		0.125          		0.5            		0.2            
None      		200       		0.3125         		0.55556        		0.4            
330       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
330       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
330       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
330       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
330       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
330       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
330       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
330       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
330       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
330       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
330       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
330       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
330       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
330       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
330       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
330       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
330       		1000      		0.125          		0.8            		0.21622        
340       		None      		0.125          		0.44444        		0.19512        
None      		100       		0.46875        		0.15625        		0.23438        
340       		100       		0.125          		0.5            		0.2            
None      		150       		0.34375        		0.35484        		0.34921        
340       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
340       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
340       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
340       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
340       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
340       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
340       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
340       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
340       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
340       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
340       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
340       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
340       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
340       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
340       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
340       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
340       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
340       		1000      		0.125          		0.8            		0.21622        
350       		None      		0.125          		0.44444        		0.19512        
None      		100       		0.46875        		0.15625        		0.23438        
350       		100       		0.125          		0.5            		0.2            
None      		150       		0.34375        		0.35484        		0.34921        
350       		150       		0.125          		0.57143        		0.20513        
None      		200       		0.3125         		0.55556        		0.4            
350       		200       		0.125          		0.57143        		0.20513        
None      		250       		0.3125         		0.66667        		0.42553        
350       		250       		0.125          		0.66667        		0.21053        
None      		300       		0.28125        		0.69231        		0.4            
350       		300       		0.125          		0.66667        		0.21053        
None      		350       		0.25           		0.66667        		0.36364        
350       		350       		0.125          		0.66667        		0.21053        
None      		400       		0.25           		0.72727        		0.37209        
350       		400       		0.125          		0.66667        		0.21053        
None      		450       		0.25           		0.72727        		0.37209        
350       		450       		0.125          		0.66667        		0.21053        
None      		500       		0.25           		0.8            		0.38095        
350       		500       		0.125          		0.8            		0.21622        
None      		550       		0.25           		0.8            		0.38095        
350       		550       		0.125          		0.8            		0.21622        
None      		600       		0.25           		0.8            		0.38095        
350       		600       		0.125          		0.8            		0.21622        
None      		650       		0.25           		0.88889        		0.39024        
350       		650       		0.125          		0.8            		0.21622        
None      		700       		0.25           		0.88889        		0.39024        
350       		700       		0.125          		0.8            		0.21622        
None      		750       		0.25           		0.88889        		0.39024        
350       		750       		0.125          		0.8            		0.21622        
None      		800       		0.25           		0.88889        		0.39024        
350       		800       		0.125          		0.8            		0.21622        
None      		850       		0.25           		0.88889        		0.39024        
350       		850       		0.125          		0.8            		0.21622        
None      		900       		0.21875        		0.875          		0.35           
350       		900       		0.125          		0.8            		0.21622        
None      		950       		0.21875        		0.875          		0.35           
350       		950       		0.125          		0.8            		0.21622        
None      		1000      		0.21875        		0.875          		0.35           
350       		1000      		0.125          		0.8            		0.21622        
